NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first
anderson,1,Cmte respecting books,,Dec,7,1801,7,1,
breckinridge,3,Cmte respecting books,,Dec,7,1801,7,1,
bradley,4,Cmte respecting books,,Dec,7,1801,7,1,
chipman,4,Cmte respecting books,,Dec,7,1801,7,1,
foster,1,Cmte respecting books,,Dec,7,1801,7,1,Theodore
jackson,1,Cmte respecting books,,Dec,7,1801,7,1,
logan,2,Cmte respecting books,,Dec,7,1801,7,1,
mason,3,Cmte respecting books,,Dec,7,1801,7,1,Stevens
nicholas,5,Cmte respecting books,,Dec,7,1801,7,1,
olcott,1,Cmte respecting books,,Dec,7,1801,7,1,
tracy,7,Cmte respecting books,,Dec,7,1801,7,1,
wells,2,Cmte respecting books,,Dec,7,1801,7,1,
anderson,9,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
breckinridge,2,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
bradley,2,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
chipman,1,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
cocke,1,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
foster,3,Jt cmte to wait on PUS,,Dec,7,1801,7,1,Theodore
howard,2,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
jackson,4,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
logan,2,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
mason,1,Jt cmte to wait on PUS,,Dec,7,1801,7,1,Stevens
nicholas,3,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
tracy,1,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
wells,1,Jt cmte to wait on PUS,,Dec,7,1801,7,1,
anderson,1,cmte on French Convention,,Dec,11,1801,7,1,
breckinridge,1,cmte on French Convention,,Dec,11,1801,7,1,
bradley,4,cmte on French Convention,,Dec,11,1801,7,1,
chipman,3,cmte on French Convention,,Dec,11,1801,7,1,
ellery,2,cmte on French Convention,,Dec,11,1801,7,1,
foster,1,cmte on French Convention,,Dec,11,1801,7,1,Theodore
howard,3,cmte on French Convention,,Dec,11,1801,7,1,
jackson,9,cmte on French Convention,,Dec,11,1801,7,1,
logan,10,cmte on French Convention,,Dec,11,1801,7,1,
mason,3,cmte on French Convention,,Dec,11,1801,7,1,Stevens
mason,2,cmte on French Convention,,Dec,11,1801,7,1,
nicholas,5,cmte on French Convention,,Dec,11,1801,7,1,
sheafe,1,cmte on French Convention,,Dec,11,1801,7,1,
tracy,6,cmte on French Convention,,Dec,11,1801,7,1,
wells,2,cmte on French Convention,,Dec,11,1801,7,1,
white,1,cmte on French Convention,,Dec,11,1801,7,1,
wright,2,cmte on French Convention,,Dec,11,1801,7,1,
anderson,1,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
bradley,2,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
breckinridge,3,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
chipman,1,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
cocke,12,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
ellery,6,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
foster,4,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,Theodore
foster,4,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,Dwight
hillhouse,3,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
logan,1,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
mason,1,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,Stevens
mason,2,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,Jonathan
nicholas,5,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
ogden,1,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
tracy,4,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
wells,2,Cmte on petition of Daniel Fox,,Dec,16,1801,7,1,
anderson,1,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
bradley,3,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
chipman,4,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
cocke,4,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
ellery,1,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
foster,5,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,Theodore
foster,1,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,Dwight
franklin,2,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
hillhouse,2,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
howard,1,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
jackson,15,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
logan,4,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
mason,2,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,Stevens
mason,6,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,Jonathan
nicholas,2,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
ogden,1,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
tracy,3,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
white,1,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
wright,1,Cmte on Simon Willard's letter,,Dec,16,1801,7,1,
anderson,5,Cmte on library,,Dec,31,1801,7,1,
breckinridge,4,Cmte on library,,Dec,31,1801,7,1,
chipman,2,Cmte on library,,Dec,31,1801,7,1,
cocke,1,Cmte on library,,Dec,31,1801,7,1,
colhoun,1,Cmte on library,,Dec,31,1801,7,1,
dayton,6,Cmte on library,,Dec,31,1801,7,1,
ellery,2,Cmte on library,,Dec,31,1801,7,1,
foster,4,Cmte on library,,Dec,31,1801,7,1,Dwight
hillhouse,1,Cmte on library,,Dec,31,1801,7,1,
jackson,1,Cmte on library,,Dec,31,1801,7,1,
logan,8,Cmte on library,,Dec,31,1801,7,1,
mason,3,Cmte on library,,Dec,31,1801,7,1,Jonathan
morris,1,Cmte on library,,Dec,31,1801,7,1,
ogden,1,Cmte on library,,Dec,31,1801,7,1,
olcott,1,Cmte on library,,Dec,31,1801,7,1,
stone,1,Cmte on library,,Dec,31,1801,7,1,
tracy,15,Cmte on library,,Dec,31,1801,7,1,
white,2,Cmte on library,,Dec,31,1801,7,1,
anderson,4,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
breckinridge,16,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
chipman,1,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
cocke,4,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
foster,2,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,Dwight
jackson,3,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
logan,1,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
mason,3,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,Jonathan
ogden,5,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
olcott,1,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
stone,3,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
tracy,10,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
white,2,Cmte on Isaac Zane's petition,,Dec,31,1801,7,1,
anderson,3,Cmte bill apportion representatives,,Jan,7,1802,7,1,
breckinridge,3,Cmte bill apportion representatives,,Jan,7,1802,7,1,
brown,1,Cmte bill apportion representatives,,Jan,7,1802,7,1,
chipman,3,Cmte bill apportion representatives,,Jan,7,1802,7,1,
cocke,2,Cmte bill apportion representatives,,Jan,7,1802,7,1,
dayton,5,Cmte bill apportion representatives,,Jan,7,1802,7,1,
ellery,14,Cmte bill apportion representatives,,Jan,7,1802,7,1,
foster,2,Cmte bill apportion representatives,,Jan,7,1802,7,1,Theodore
foster,3,Cmte bill apportion representatives,,Jan,7,1802,7,1,Dwight
hillhouse,1,Cmte bill apportion representatives,,Jan,7,1802,7,1,
howard,5,Cmte bill apportion representatives,,Jan,7,1802,7,1,
jackson,13,Cmte bill apportion representatives,,Jan,7,1802,7,1,
logan,15,Cmte bill apportion representatives,,Jan,7,1802,7,1,
mason,4,Cmte bill apportion representatives,,Jan,7,1802,7,1,Jonathan
morris,1,Cmte bill apportion representatives,,Jan,7,1802,7,1,
nicholas,15,Cmte bill apportion representatives,,Jan,7,1802,7,1,
ogden,1,Cmte bill apportion representatives,,Jan,7,1802,7,1,
olcott,1,Cmte bill apportion representatives,,Jan,7,1802,7,1,
sheafe,3,Cmte bill apportion representatives,,Jan,7,1802,7,1,
stone,12,Cmte bill apportion representatives,,Jan,7,1802,7,1,
sumter,2,Cmte bill apportion representatives,,Jan,7,1802,7,1,
tracy,8,Cmte bill apportion representatives,,Jan,7,1802,7,1,
white,10,Cmte bill apportion representatives,,Jan,7,1802,7,1,
wright,1,Cmte bill apportion representatives,,Jan,7,1802,7,1,
brown,4,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
chipman,1,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
cocke,1,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
colhoun,3,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
dayton,2,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
ellery,4,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
foster,1,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,Dwight
franklin,1,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
hillhouse,3,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
howard,9,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
jackson,3,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
mason,5,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,Stevens
mason,3,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,Jonathan
morris,1,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
nicholas,5,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
olcott,2,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
sheafe,1,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
stone,2,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
sumter,1,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
tracy,12,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
white,3,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
wright,11,Cmte on message of PUS of Jan 11 with report of commissioners of city of Washington,,Jan,11,1802,7,1,
anderson,4,Cmte of conference on bill library,,Jan,15,1802,7,1,
baldwin,9,Cmte of conference on bill library,,Jan,15,1802,7,1,
cocke,1,Cmte of conference on bill library,,Jan,15,1802,7,1,
dayton,2,Cmte of conference on bill library,,Jan,15,1802,7,1,
foster,2,Cmte of conference on bill library,,Jan,15,1802,7,1,Theodore
mason,8,Cmte of conference on bill library,,Jan,15,1802,7,1,Stevens
mason,2,Cmte of conference on bill library,,Jan,15,1802,7,1,Jonathan
morris,1,Cmte of conference on bill library,,Jan,15,1802,7,1,
nicholas,1,Cmte of conference on bill library,,Jan,15,1802,7,1,
stone,1,Cmte of conference on bill library,,Jan,15,1802,7,1,
tracy,16,Cmte of conference on bill library,,Jan,15,1802,7,1,
wright,1,Cmte of conference on bill library,,Jan,15,1802,7,1,
anderson,3,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
baldwin,12,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
brown,3,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
cocke,3,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
colhoun,1,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
ellery,2,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
foster,3,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,Dwight
hillhouse,4,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
howard,2,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
jackson,3,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
logan,2,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
mason,5,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,Jonathan
morris,2,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
olcott,3,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
sheafe,2,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
sumter,2,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
tracy,5,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
white,1,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
wright,1,Cmte on bill Jonathan Hobby,,Jan,15,1802,7,1,
anderson,16,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
baldwin,16,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
breckinridge,15,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
brown,10,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
cocke,2,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
colhoun,10,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
ellery,7,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
foster,1,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,Theodore
jackson,1,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
nicholas,1,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
tracy,1,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
wright,1,Cmte on resolution for repealing the Judicial act of 2/13/1801,,Jan,19,1802,7,2,
baldwin,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
breckinridge,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
brown,3,Cmte on bill military establishment,,Jan,22,1802,7,2,
cocke,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
dayton,12,Cmte on bill military establishment,,Jan,22,1802,7,2,
ellery,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
howard,11,Cmte on bill military establishment,,Jan,22,1802,7,2,
jackson,16,Cmte on bill military establishment,,Jan,22,1802,7,2,
mason,7,Cmte on bill military establishment,,Jan,22,1802,7,2,Stevens
morris,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
nicholas,2,Cmte on bill military establishment,,Jan,22,1802,7,2,
ogden,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
olcott,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
sumter,11,Cmte on bill military establishment,,Jan,22,1802,7,2,
tracy,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
white,1,Cmte on bill military establishment,,Jan,22,1802,7,2,
wright,2,Cmte on bill military establishment,,Jan,22,1802,7,2,
anderson,1,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
baldwin,11,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
brown,2,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
chipman,1,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
dayton,3,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
ellery,7,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
foster,1,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,Theodore
foster,1,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,Dwight
hillhouse,2,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
howard,2,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
jackson,2,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
logan,3,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
mason,2,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,Stevens
mason,6,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,Jonathan
morris,8,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
nicholas,8,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
sheafe,11,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
stone,3,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
sumter,2,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
wells,1,Cmte on Mediterranean commerce,,Jan,22,1802,7,2,
anderson,15,Cmte on bill Judiciary on 3rd reading - 5 members,,Jan,27,1802,7,2,
baldwin,16,Cmte on bill Judiciary on 3rd reading - 5 members,,Jan,27,1802,7,2,
